Expense ID,Date,Account ID,Amount,Vendor ID
E064,2023-05-20,A051,388.70494157174414,V053
E065,2023-01-14,A014,503.4080078879991,V053
E066,2022-11-22,A023,227.63448518109527,V007
E067,2023-03-08,A023,506.80335897857316,V046
E068,2022-12-26,A049,592.2299208785469,V012
E069,2023-04-03,A045,344.85615108842984,V038
E070,2023-07-22,A059,255.84976352300245,V037
E071,2022-09-22,A013,304.6347615556532,V056
E072,2022-09-24,A033,328.13481945843364,V036
E073,2022-10-20,A057,556.865638212477,V018
E074,2023-02-02,A009,142.29862513167515,V029
E075,2022-10-02,A041,369.4948857077495,V006
E076,2023-02-02,A039,279.3107703919653,V063
E077,2022-12-04,A018,402.97434575905527,V017
E078,2022-10-28,A033,507.4447021128074,V047
E079,2023-06-25,A061,408.47991456015154,V048
E080,2023-06-19,A062,277.7951227173695,V055
E081,2023-01-31,A036,395.9142656915481,V067
E082,2022-09-26,A051,147.26871131282883,V031
E083,2023-05-04,A059,575.7440833414444,V039
E084,2023-02-12,A016,482.6616960199882,V054
E085,2023-05-09,A004,541.107978372656,V039
E086,2022-10-31,A062,592.218805414315,V037
E087,2022-11-26,A069,518.6495761760805,V055
E088,2023-05-13,A047,344.248814714015,V054
E089,2022-11-19,A058,549.5549614053991,V070
E090,2022-09-08,A007,497.9196780205241,V047
E091,2022-10-09,A058,470.0001108620279,V003
E092,2022-11-28,A029,269.13905171781937,V037
E093,2022-12-22,A064,493.36010591830046,V051
E094,2022-09-18,A020,439.3952100764213,V006
E095,2023-06-22,A021,102.50837357926747,V011
E096,2023-02-02,A053,317.8604173510041,V070
E097,2023-03-21,A055,338.7822470895502,V041
E098,2022-10-01,A019,384.0586057304238,V053
E099,2023-07-12,A012,528.8071749409646,V056
E100,2022-11-09,A039,234.12941616025626,V063
E101,2022-12-29,A053,111.10819345602188,V031
E102,2023-06-01,A002,168.05265050212074,V051
E103,2022-12-09,A066,423.5565210661959,V059
E104,2023-06-10,A030,393.92867329250635,V026
E105,2023-03-15,A042,452.21626772955085,V001
E106,2023-02-21,A066,272.97746196566106,V069
E107,2023-06-28,A062,456.6458636080089,V052
E108,2022-11-05,A023,309.5301870288795,V067
E109,2022-09-08,A061,209.9770190025194,V070
E110,2022-09-16,A046,109.98864403350375,V047
E111,2023-02-25,A047,591.4679181040251,V001
E112,2022-07-29,A066,232.34774676356804,V025
E113,2023-05-02,A062,331.5961948517936,V022
E114,2023-02-23,A020,420.2251019490173,V015
E115,2023-03-29,A011,162.69361281893805,V061
E116,2022-12-12,A035,566.6492266132456,V050
E117,2023-06-29,A038,248.5991369022121,V034
E118,2023-02-28,A001,344.73018713818067,V026
E119,2022-10-08,A028,297.5312884233591,V063
E120,2023-05-05,A012,396.85779370926116,V025
E121,2023-03-16,A070,521.2615015479089,V059
E122,2023-03-10,A050,320.8060072541954,V034
E123,2022-09-15,A064,526.3988514350272,V048
E124,2022-10-24,A024,369.1548061176891,V005
E125,2023-04-12,A010,386.486670914913,V043
E126,2023-03-11,A033,185.4643274177135,V068
E127,2023-01-20,A012,490.4616756521579,V047
E128,2023-06-01,A001,120.84844544910925,V060
E129,2023-01-12,A064,254.98483846252918,V018
E130,2023-06-22,A051,183.7310301336306,V008
E131,2022-11-15,A045,231.8036292891452,V036
E132,2022-08-18,A059,516.4488755120353,V020
E133,2022-08-09,A067,119.33176265254838,V064
E134,2023-05-16,A015,141.82381719185724,V001
E135,2022-09-22,A039,446.5966325507674,V064
E136,2023-01-26,A029,366.33410214180043,V007
E137,2023-04-05,A053,213.62927874218315,V006
E138,2023-07-06,A016,549.8779721002302,V013
E139,2023-03-29,A027,295.14021293854756,V007
E140,2022-07-29,A032,522.6667870595772,V020
E141,2022-09-14,A021,535.437193583555,V061
E142,2022-08-09,A029,129.28289234181923,V032
E143,2022-09-08,A051,402.985578616568,V026
E144,2023-05-30,A048,334.0810619477802,V068
E145,2023-04-03,A001,444.07570432951394,V018
E146,2023-03-16,A015,266.004705832043,V070
E147,2023-06-07,A058,241.16656301490139,V055
E148,2022-10-12,A053,197.22841272514353,V063
E149,2023-05-25,A003,103.24540178649269,V069
E150,2023-03-21,A019,124.0138706503663,V030
E151,2023-02-05,A048,440.97983082466806,V064
E152,2023-05-15,A062,180.1573038004521,V035
E153,2022-11-22,A055,518.0167233009985,V016
E154,2023-06-29,A067,192.8571259183627,V006
E155,2023-03-12,A008,507.1034744346645,V043
E156,2022-08-15,A001,305.85358681274585,V012
E157,2023-04-09,A068,543.8834298045188,V062
E158,2023-01-01,A068,365.85978955269843,V008
E159,2023-04-07,A064,445.22209194781686,V060
E160,2023-07-05,A049,464.403617637349,V055
E161,2023-01-26,A028,151.89186861552957,V068
E162,2023-01-03,A050,312.0255900783553,V032
E163,2023-03-29,A059,263.31923824637596,V052
E164,2022-08-04,A031,169.27388875196567,V029
E165,2023-03-21,A059,570.0094390890699,V007
E166,2023-06-02,A055,216.30652813291465,V036
E167,2023-02-11,A033,277.2499333345409,V009
E168,2022-09-12,A012,373.08681311534895,V001
E169,2023-07-10,A029,567.2049225055014,V028
E170,2022-09-22,A010,148.0009710637476,V030
E171,2023-01-26,A040,531.6856082793807,V013
E172,2023-04-14,A029,441.81401805534335,V027
E173,2023-01-22,A058,515.2292041947597,V042
E174,2023-06-21,A052,246.19535133137717,V044
E175,2023-03-23,A021,405.818080402665,V016
E176,2023-02-18,A067,305.7498456682091,V032
E177,2023-04-07,A032,388.88645015733096,V070
E178,2022-09-29,A001,126.80811544860256,V058
E179,2022-11-22,A069,133.32320210311556,V027
E180,2022-10-24,A039,154.12768941309724,V009
E181,2022-09-07,A039,112.86255094068738,V036
E182,2023-02-10,A013,215.22808172144994,V007
E183,2022-12-25,A029,281.082370489113,V061
E184,2022-12-12,A026,458.45869942355034,V062
E185,2023-06-03,A026,228.5597963281107,V033
E186,2022-08-21,A045,444.850295865324,V010
E187,2023-01-24,A059,233.51025569556225,V006
E188,2022-08-22,A027,227.91639850725662,V066
E189,2022-09-10,A054,308.37597190768224,V034
E190,2023-06-03,A066,190.04492196678206,V056
E191,2022-11-02,A039,485.76579544234403,V055
E192,2023-04-26,A013,274.37571687814363,V048
E193,2023-01-03,A016,284.4041213441245,V003
E194,2022-10-31,A033,401.66383393762163,V006
E195,2023-01-11,A029,218.48084956559669,V067
E196,2022-12-28,A001,524.6376751443083,V022
E197,2023-06-26,A028,471.69566929346615,V062
E198,2023-06-01,A021,208.3244760657351,V012
E199,2022-10-01,A020,456.840114893675,V030
E200,2023-03-05,A048,472.7020607169685,V028
E201,2023-07-09,A036,423.89423091958514,V004
E202,2023-01-27,A012,352.23287297084113,V019
E203,2022-09-15,A055,576.0255428090928,V017
E204,2023-06-24,A039,237.52797798315848,V012
E205,2023-06-10,A035,312.97323777824454,V030
E206,2023-07-11,A068,395.3317753775557,V038
E207,2023-06-13,A054,152.50142988735206,V028
E208,2023-07-23,A062,313.4878101718527,V049
E209,2023-03-09,A027,448.293136193137,V017
E210,2023-07-25,A049,166.78337598473377,V062
E211,2023-03-19,A052,179.72984942812906,V060
E212,2022-11-14,A043,143.01953669519315,V007
E213,2023-03-08,A038,447.56409740851853,V039
E214,2022-12-17,A002,476.36336557487715,V029
E215,2023-06-13,A058,474.7070932426946,V038
E216,2022-08-28,A026,203.39497401266323,V048
E217,2022-09-23,A028,393.3581545872397,V054
E218,2023-03-10,A048,219.11791888517254,V003
E219,2022-08-27,A013,156.12125681857432,V052
E220,2023-02-15,A026,162.0705514314937,V036
E221,2023-07-18,A059,152.7453044781328,V012
E222,2023-03-05,A051,378.8089643678898,V024
E223,2023-02-21,A037,165.3192669980579,V055
E224,2023-06-29,A023,542.3921840613698,V015
E225,2022-11-18,A057,200.10341784399407,V050
E226,2023-01-30,A001,402.01161029446615,V039
E227,2022-11-08,A042,323.4020744893005,V054
E228,2023-02-16,A051,392.779834788013,V033
E229,2023-04-11,A068,291.9665818942424,V064
E230,2022-12-26,A046,390.37224860486367,V041
E231,2022-12-21,A020,537.7153143859433,V006
E232,2023-02-21,A055,238.4294794691605,V001
E233,2022-09-08,A006,201.12929385379138,V025
E234,2023-01-03,A065,151.4757872044973,V009
E235,2023-05-09,A005,123.96991101534879,V042
E236,2022-08-22,A054,187.94790594197787,V056
E237,2022-08-03,A050,568.3411070862217,V042
E238,2022-09-24,A010,315.13579633115825,V034
E239,2023-06-14,A027,539.7589268406753,V029
E240,2023-02-12,A012,149.43271989267055,V017
E241,2023-01-08,A016,335.28978746936366,V059
E242,2023-07-22,A016,161.21139165220484,V004
E243,2023-03-15,A054,188.20998998932419,V001
E244,2022-11-30,A023,332.0187215822559,V043
E245,2023-01-25,A029,298.6337723418419,V022
E246,2022-10-30,A005,572.9845147301814,V066
E247,2022-12-31,A036,575.6048558276162,V030
E248,2022-10-13,A060,411.18563711430636,V054
E249,2022-09-02,A009,258.9769748438264,V064
E250,2023-04-28,A039,373.4075951608866,V070
E251,2022-09-03,A023,142.75720516032823,V067
E252,2023-03-28,A025,251.51740825452347,V023
E253,2022-12-31,A029,103.86987398507027,V051
E254,2023-07-02,A063,188.61057549742497,V044
E255,2023-02-19,A056,216.53686978328977,V026
E256,2022-11-11,A061,279.1571116141249,V051
E257,2022-11-08,A045,134.85752213469073,V065
E258,2022-09-02,A025,497.5425748996317,V009
E259,2023-04-01,A065,226.97976272093263,V055
E260,2023-03-06,A017,254.66613844880845,V049
E261,2022-12-27,A025,285.82102375836166,V066
E262,2022-08-30,A063,393.6154189578986,V066
E263,2023-05-25,A038,560.4378708565489,V066
E264,2023-06-10,A035,163.7163862395851,V037
E265,2023-01-31,A060,388.0551174067432,V004
E266,2023-07-22,A061,383.33342007283136,V032
E267,2022-11-22,A005,258.356924822521,V047
E268,2023-06-02,A053,426.1781247091304,V064
E269,2023-06-08,A068,285.38657200280284,V056
E270,2022-08-25,A064,315.5963286926117,V061
E271,2022-12-31,A034,342.06350061798264,V054
E272,2023-05-24,A035,217.3549684689965,V029
E273,2022-12-26,A058,513.4780491818008,V018
E274,2023-05-04,A069,110.74446001156238,V015
E275,2023-04-15,A022,192.26278972310962,V038
E276,2022-08-28,A050,395.05750083580483,V007
E277,2023-07-13,A013,358.96111612861966,V021
E278,2022-11-14,A002,198.2855135179841,V051
E279,2023-05-04,A013,358.7559237374228,V048
E280,2022-11-14,A014,329.9800154909872,V061
E281,2023-05-17,A002,452.12754605791326,V009
E282,2022-10-21,A052,590.2785891019078,V020
E283,2022-08-20,A025,579.6023302278181,V005
E284,2022-08-16,A043,518.1085277969091,V050
E285,2022-08-16,A063,146.67683029657422,V033
E286,2022-10-11,A020,572.047477452183,V030
E287,2022-11-25,A066,150.9861809155082,V052
E288,2023-06-26,A019,307.1718076394922,V070
E289,2022-09-16,A010,285.15096245776977,V019
E290,2023-07-19,A041,185.47880338312441,V022
E291,2023-07-22,A065,517.8050461750031,V037
E292,2022-08-15,A070,503.44602581391285,V054
E293,2022-11-23,A070,395.46922471581297,V050
E294,2023-06-29,A051,155.88619270048324,V017
E295,2023-02-01,A040,325.8971828700411,V040
E296,2022-08-06,A023,461.4953090896843,V054
E297,2023-02-11,A017,222.78588204563522,V044
E298,2022-11-26,A060,572.5863122146418,V007
E299,2022-08-15,A054,291.09653984099,V035
E300,2023-07-16,A042,445.5611396574484,V064
E301,2023-06-18,A006,389.3325557670261,V015
E302,2022-08-20,A040,108.9853010103661,V013
E303,2022-10-25,A059,194.18995748647208,V048
E304,2023-03-28,A063,281.1090492495763,V001
E305,2022-07-28,A067,316.7364790734166,V069
E306,2023-06-21,A001,372.72915836145694,V049
E307,2023-03-09,A035,487.8397666503994,V021
E308,2022-09-03,A007,119.90658876037915,V009
E309,2023-04-15,A031,474.5202600094975,V042
E310,2023-03-10,A033,500.65800043835566,V039
E311,2022-08-07,A010,154.31591246390542,V070
E312,2023-02-22,A023,247.5442509467772,V054
E313,2023-07-18,A036,257.34402142525425,V057
E314,2023-06-03,A069,208.64147828564418,V020
E315,2023-07-11,A012,345.2436066385345,V022
E316,2023-07-14,A008,534.9352447880298,V045
E317,2022-07-31,A055,151.0569427437409,V058
E318,2022-11-16,A028,570.150968884775,V004
E319,2022-09-17,A007,233.51068003118115,V003
E320,2023-01-22,A070,574.1710359681919,V010
E321,2022-10-08,A015,126.71201625121083,V006
E322,2023-04-22,A070,477.2986787215941,V004
E323,2023-01-11,A064,226.8007636871152,V020
E324,2022-08-20,A059,527.1156224516402,V060
E325,2023-02-11,A028,125.5755408244409,V045
E326,2022-10-08,A047,451.96093909979334,V003
E327,2022-11-17,A006,563.5300767369847,V004
E328,2023-05-20,A016,463.3265073629176,V014
E329,2023-04-24,A026,525.9276711448733,V003
E330,2022-10-22,A006,407.5930196247467,V009
E331,2023-05-13,A045,282.96325995211083,V018
E332,2023-03-28,A066,379.5230262409968,V057
E333,2023-07-22,A033,241.4281003575521,V028
E334,2023-02-26,A012,499.35034501950435,V031
E335,2022-09-21,A057,236.9326094299869,V011
E336,2023-01-13,A004,156.6999424274106,V054
E337,2022-11-19,A004,284.1435178297512,V047
E338,2023-05-08,A042,280.4928958164283,V002
E339,2022-12-04,A010,398.98358582855934,V016
E340,2022-10-18,A011,512.649908805661,V066
E341,2023-05-28,A008,328.7784827227729,V049
E342,2023-01-14,A067,101.76495598382614,V036
E343,2022-10-31,A053,150.64243892078574,V027
E344,2023-07-06,A064,513.6323060892784,V020
E345,2023-04-14,A065,485.8218207114309,V026
E346,2022-12-10,A068,430.99677491558737,V033
E347,2023-06-30,A028,266.93966864862193,V068
E348,2023-04-12,A039,283.2883915203801,V027
E349,2023-07-13,A013,576.8135690861491,V060
E350,2023-03-05,A011,402.8865210646087,V055
E351,2022-09-07,A019,154.6351513648548,V021
E352,2023-03-29,A051,257.6162698615791,V027
E353,2023-03-13,A045,254.4390488005724,V047
E354,2022-08-24,A056,162.5675304636428,V011
E355,2022-08-03,A024,374.7139966452373,V042
E356,2022-10-12,A069,442.9321627716819,V054
E357,2023-05-22,A050,175.13266736010092,V023
E358,2023-03-06,A020,559.5914269134041,V010
E359,2023-07-05,A003,540.1793777651629,V058
E360,2023-05-26,A054,334.84085836936924,V008
E361,2023-04-30,A064,458.884677186233,V050
E362,2023-02-16,A043,161.05670408537088,V021
E363,2023-02-27,A059,519.8165369602712,V005
E364,2023-02-25,A061,460.76301413807346,V036
E365,2023-01-08,A070,571.5345801444853,V021
E366,2023-03-10,A002,162.6091275166531,V064
E367,2023-05-19,A020,477.4222218047858,V040
E368,2022-08-21,A001,129.64343225444372,V039
E369,2022-09-01,A064,340.894724659276,V012
E370,2022-10-22,A062,530.7746232336583,V066
E371,2022-10-04,A068,310.54065072034086,V034
E372,2022-12-14,A006,102.48353388139866,V001
E373,2022-09-19,A053,495.53450730038213,V016
E374,2023-06-14,A053,170.4463417403574,V037
E375,2022-10-31,A022,345.33464067006344,V006
E376,2022-10-19,A054,417.0639173980298,V005
E377,2023-04-29,A013,208.20049278856732,V017
E378,2023-05-25,A042,117.95400332837754,V039
E379,2023-06-13,A003,348.57537017630864,V053
E380,2022-08-02,A022,415.18227179322645,V006
E381,2023-02-16,A023,146.76641947562865,V009
E382,2022-12-22,A020,540.6600929140503,V020
E383,2023-05-23,A059,148.97237166755198,V053
E384,2022-09-28,A010,213.18057994791445,V006
E385,2023-01-14,A048,456.19152753261613,V022
E386,2023-07-13,A048,568.7013283464319,V034
E387,2022-10-11,A061,248.2368066190472,V011
E388,2022-10-09,A028,590.2053999942566,V029
E389,2022-09-12,A069,436.2576774357643,V021
E390,2022-09-23,A004,238.10892569377148,V016
E391,2023-05-25,A037,141.38993133219142,V023
E392,2022-09-20,A001,599.0417106282877,V046
E393,2023-05-29,A066,140.64420104585048,V046
E394,2023-01-14,A023,539.7644135353096,V050
E395,2022-12-26,A014,432.84615008161035,V019
E396,2023-07-17,A016,100.76001879945919,V034
E397,2023-06-04,A053,502.1828405654342,V056
E398,2023-01-05,A040,153.3268518307176,V061
E399,2023-01-02,A061,564.4960003603503,V034
E400,2022-09-18,A019,398.54957581825107,V049
E401,2022-10-17,A030,239.70232585463228,V043
E402,2023-01-10,A003,502.64568279875965,V055
E403,2022-08-15,A038,392.91650205196913,V055
E404,2022-09-20,A020,137.1381188363855,V065
E405,2023-02-09,A002,170.26822573528952,V006
E406,2023-03-30,A032,342.40341404963107,V070
E407,2022-08-07,A047,487.70014458895463,V021
E408,2022-10-15,A060,351.23574052059996,V040
E409,2023-04-08,A046,272.5792957330691,V014
E410,2022-10-24,A045,480.850088360883,V064
E411,2022-08-26,A057,207.45142217371188,V030
E412,2022-10-31,A050,240.212040273497,V007
E413,2022-11-20,A052,278.82094460294854,V025
E414,2023-04-09,A057,239.76956727729834,V056
E415,2023-05-22,A027,551.4542937980414,V068
E416,2022-10-29,A042,387.7353587766023,V069
E417,2023-01-17,A044,545.3067844089101,V052
E418,2023-03-13,A062,296.8907668860953,V056
E419,2022-12-03,A059,302.12689310692497,V058
E420,2023-03-19,A002,289.2809547511257,V052
E421,2023-06-28,A059,441.9686575603385,V038
E422,2022-12-04,A069,539.6483971789978,V012
E423,2023-01-20,A065,365.0398255928059,V044
E424,2023-01-06,A006,509.8884169853169,V013
E425,2022-12-19,A062,386.03859731715505,V042
E426,2023-03-13,A012,244.85516473559417,V027
E427,2023-02-23,A069,257.6639724155227,V001
E428,2022-11-30,A008,432.45805746885117,V043
E429,2023-01-17,A061,378.2093435463246,V018
E430,2023-06-04,A031,376.0583839056357,V018
E431,2022-08-16,A037,267.77481602423404,V027
E432,2022-09-27,A028,381.56013855976795,V023
E433,2023-07-12,A018,362.235526556873,V038
E434,2022-09-04,A015,474.69548407988543,V015
E435,2023-06-22,A068,573.2862479434684,V032
E436,2022-10-22,A033,333.7988168133364,V051
E437,2022-10-12,A039,302.44509361725903,V045
E438,2022-10-09,A060,432.29444462447276,V050
E439,2023-02-26,A034,483.12252751381465,V019
E440,2022-08-16,A049,467.75584270971456,V048
E441,2023-01-01,A017,595.5259482221066,V041
E442,2022-08-15,A023,148.54467565777964,V002
E443,2023-05-25,A006,525.0376026140859,V004
E444,2022-10-10,A046,570.5477315136703,V016
E445,2023-06-18,A066,146.0776162780701,V051
E446,2023-03-03,A068,305.68626422776356,V016
E447,2023-06-23,A066,496.57921906605753,V029
E448,2022-10-18,A017,381.82754771713644,V048
E449,2022-10-23,A052,588.4107471325581,V008
E450,2023-03-16,A048,142.36610368558385,V005
E451,2023-03-08,A043,105.34824662935462,V047
E452,2022-11-29,A058,538.2795762546536,V046
E453,2023-01-26,A058,178.4312249702199,V023
E454,2022-11-08,A051,133.19847836724227,V038
E455,2022-09-03,A010,358.7594386920331,V011
E456,2023-05-12,A005,366.64627754409514,V043
E457,2022-09-15,A044,343.02511938986447,V056
E458,2022-12-22,A070,197.0518986539859,V029
E459,2022-08-26,A026,167.2506551778369,V017
E460,2022-07-31,A055,217.14667999842578,V042
E461,2022-11-16,A014,461.7243484616105,V068
E462,2022-10-01,A033,494.2797339668703,V043
E463,2022-11-09,A014,403.4583917063828,V037
E464,2022-11-12,A034,429.20273453744477,V054
E465,2022-10-07,A056,251.5567362422386,V007
E466,2023-02-11,A007,515.1257720583235,V012
E467,2022-10-15,A006,494.1959375743539,V044
E468,2022-10-25,A014,463.77035820658165,V025
E469,2022-12-21,A046,551.8562246578138,V044
E470,2022-10-03,A061,423.9952339663994,V041
E471,2022-12-04,A005,333.2293395758037,V047
E472,2023-02-16,A015,392.2432544853641,V056
E473,2022-11-18,A021,202.03575035268932,V069
E474,2022-12-01,A005,360.2626502372879,V066
E475,2023-02-12,A054,134.1795042745381,V052
E476,2023-03-24,A033,205.2223095810641,V025
E477,2022-11-15,A049,555.5398545799535,V046
E478,2022-08-04,A031,117.46704620339673,V056
E479,2022-11-05,A006,538.6251308412536,V043
E480,2023-07-21,A002,233.1148636670535,V050
E481,2023-04-15,A046,472.96365541310195,V060
E482,2023-06-29,A009,146.55462696503736,V029
E483,2023-01-30,A064,121.37856437369268,V046
E484,2022-12-08,A020,437.6209048643772,V020
E485,2022-09-18,A070,206.86591694532024,V065
E486,2023-03-21,A023,243.7451014309835,V046
E487,2023-07-16,A051,477.49586687470975,V033
E488,2023-03-04,A053,216.42244559454062,V044
E489,2023-03-27,A043,213.07212623307944,V061
E490,2023-04-05,A013,141.1067777727946,V008
E491,2022-08-14,A026,174.39960684953812,V041
E492,2023-07-12,A012,211.7973499880982,V008
E493,2022-12-20,A012,472.049517648529,V042
E494,2023-07-23,A023,253.28804196707347,V041
E495,2023-06-23,A056,161.2274066934128,V064
E496,2023-05-25,A067,221.49723889039217,V018
E497,2022-09-25,A021,246.29046396330207,V019
E498,2023-01-29,A047,488.8362212938267,V025
E499,2022-12-12,A047,367.773334920018,V044
E500,2022-12-30,A020,297.8600171326666,V052
